LON,LAT,EDO,CLAVE,ESTACION,ene-21
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0.0
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",1.0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.0
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0.0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0.0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.0
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",2.0
-105.955556,25.934722,DGO,GNCDR,"Guanacevit, Dgo.",4.0
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",0.0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.0
-104.785,23.711389,DGO,LASBAYAS2,"Las Bayas 2, Dgo. SGT*",0.0
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0.6
-103.283889,25.068056,DGO,LFLDR,"La Flor, Coah.",0.0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",6.3
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0.0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",2.6
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",0.0
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",0.0
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",0.0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0.0
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",6.5
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0.0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0.0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",8.0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.0
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",16.0
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",3.2
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",1.4
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",14.0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0.0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0.5
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",1.4
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",5.1
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0.0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",4.0
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",6.0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",6.0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0.0
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",0.6
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",1.7
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0.0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",8.4
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0.0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0.0
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",5.0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0.0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0.0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",0.0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",3.0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0.0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0.0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0.0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",3.6
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",1.6
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",5.2
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0.0
-99.233611,16.7575,GRO,LASVIGAS,"Las Vigas, Gro. ProtecciÛn Civil*",0.6
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0.0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0.0
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",2.8
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0.0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",2.6
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",9.0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0.0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",6.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0.0
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0.0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",2.5
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0.0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",1.3
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",5.9
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",2.0
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0.0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0.0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",0.0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0.0
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0.0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",0.0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",1.2
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",7.0
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",0.0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0.0
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0.0
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",20.3
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",0.2
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",0.2
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",2.0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",6.3
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",0.0
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",2.0
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",9.0
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",24.2
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0.0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",3.8
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.0
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",5.0
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",2.5
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",18.0
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",0.8
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",0.0
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",7.8
-101.25,21.016667,GTO,GUANAJUATOob,"Observatorio de Guanajuato, Gto. SMN*",7.2
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",5.5
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",4.0
-100.518333,20.145556,GTO,JCRGJ,"JerÈcuaro, Gto.",2.6
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",1.8
-101.286111,20.861944,GTO,LAPURISIMAGJ,"La PurÌsima, Gto. SGT*",1.4
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.0
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",10.0
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",0.0
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",1.0
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",4.0
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",3.0
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",3.0
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0.0
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",2.7
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",7.5
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",3.9
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",13.5
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",2.5
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",21.0
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",5.0
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",4.4
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",2.0
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0.0
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",1.7
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",8.5
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0.0
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",9.9
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",9.3
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",29.8
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",11.6
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",0.0
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",112.6
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",17.0
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",1.0
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",41.2
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",0.0
-99.220278,20.873333,HGO,MARMOLES,"Los M·rmoles, Hgo. SMN*",6.0
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",1.0
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",40.3
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",3.1
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",7.3
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",0.0
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.0
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",1.0
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",8.8
-99.385278,19.834722,HGO,TXMHD,"Taxhimay, MÈx.",0.0
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",61.9
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",1.4
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",0.0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0.0
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",2.2
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0.0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0.0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",6.0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",7.2
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal",0.0
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",0.0
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0.0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl·n, Jal.",0.9
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0.0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.0
-105.05,20.583333,JAL,CULJL,"Cuale, Jal.",0.0
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",1.1
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0.0
-103.333333,20.733333,JAL,EXPJL,"La Experiencia, Jal.",0.0
-103.39,20.71,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",0.0
-103.373889,20.672778,JAL,GUAJL,"Guadalajara Centro, Jal.",0.0
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0.0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",2.0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0.0
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0.0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",1.2
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",1.3
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",1.4
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",13.0
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",0.0
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo ElÌas Ayub, Jal.",0.0
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",1.1
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",1.3
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",1.6
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",2.2
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0.9
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0.0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0.0
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",0.0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0.0
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",0.0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0.0
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",0.0
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",0.0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0.0
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",0.0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",5.0
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",1.5
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",0.0
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",4.0
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",12.0
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",4.8
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",16.8
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de Bombeo Barrientos, MÈx. SACMEX*",1.3
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",1.5
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",2.2
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",9.1
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",0.3
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",0.3
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",0.0
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",44.4
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",0.3
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",0.0
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",15.5
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",1.5
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",1.5
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",0.7
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",0.0
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",0.0
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",0.0
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",1.5
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",11.0
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",0.0
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",1.9
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",21.0
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",4.0
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",0.0
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",1.0
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",0.3
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",12.8
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx.",6.0
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",0.5
-99.175,19.575,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",1.3
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",0.5
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",5.0
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",1.5
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",2.0
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",1.0
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",0.5
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",1.5
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",0.0
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",7.0
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",1.0
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",0.8
-99.603333,19.213333,MEX,RECMX,"RectorÌa, MÈx.",0.0
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",11.1
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",0.0
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",4.2
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",1.0
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",10.0
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",4.4
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx",10.2
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",0.5
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",0.3
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",3.3
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",0.4
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",0.8
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",0.0
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",7.6
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",1.0
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",0.0
-100.084722,19.375556,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SMN*",0.2
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",0.0
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",0.0
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",0.3
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",5.5
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",0.0
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",0.0
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0.0
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0.0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0.0
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0.5
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0.0
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",1.5
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0.0
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",0.0
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0.0
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0.0
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",0.0
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",0.0
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",0.0
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0.0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",0.0
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0.0
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",0.0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0.0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0.0
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0.0
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",0.0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0.0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",0.2
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",0.0
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",0.0
-100.277778,19.670833,MICH,MMONARCAI,"Mariposa Monarca 1, Mich. SMN*",7.8
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",0.0
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",0.5
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",0.3
-100.879167,19.835556,MICH,MPSMC,"MalpaÌs, Mich. SGT*",0.0
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",2.0
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",0.0
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",0.0
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",1.4
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",1.5
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",0.0
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0.0
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",3.0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0.0
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",0.0
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",0.5
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",1.5
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",0.6
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0.0
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",16.1
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",0.0
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",0.0
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",1.0
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",0.0
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",0.0
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",0.0
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",0.0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",6.8
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",11.9
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",11.6
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",6.3
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",12.0
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",1.3
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",2.0
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",17.0
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",10.4
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0.0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",0.0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",5.7
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",4.1
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",0.0
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",1.5
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",9.1
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",7.5
